Instância,Dados Iniciais,Diagnóstico Inicial,Diagnóstico do Modelo,Contribuições
790,"{'Temperature': 39.8, 'Humidity': 78.5, 'PM2.5': 21.5, 'PM10': 41.4, 'NO2': 32.3, 'SO2': 29.5, 'CO': 2.5, 'Proximity_to_Industrial_Areas': 5.8, 'Population_Density': 790.0}",Poor,Hazardous,"{'PM10 > 0.30': 0.1269467661127981, 'CO > 0.62': 0.06025284703272743, 'Population_Density > 0.68': 0.0526260040022983, 'SO2 > 0.55': 0.040454049735369695, 'NO2 > 0.61': 0.030366887912169932}"
791,"{'Temperature': 26.3, 'Humidity': 63.5, 'PM2.5': 5.100000000000001, 'PM10': 10.899999999999999, 'NO2': 14.6, 'SO2': 6.4, 'CO': 1.13, 'Proximity_to_Industrial_Areas': 15.9, 'Population_Density': 593.0}",Good,Good,"{'PM10 <= -0.65': -0.03925782458131301, '-0.63 < PM2.5 <= -0.33': 0.021847258577557566, '-0.86 < CO <= -0.17': -0.02034880970973937, 'Proximity_to_Industrial_Areas > 0.74': -0.012802443290416984, 'NO2 <= -0.71': -0.012447493014510563}"
792,"{'Temperature': 25.8, 'Humidity': 62.0, 'PM2.5': 6.4, 'PM10': 8.2, 'NO2': 24.8, 'SO2': 6.1, 'CO': 0.98, 'Proximity_to_Industrial_Areas': 12.1, 'Population_Density': 379.0}",Good,Good,"{'PM10 <= -0.65': -0.03902897347259124, 'Population_Density <= -0.75': -0.03863915218521282, 'CO <= -0.86': -0.026127007427572544, '-0.63 < PM2.5 <= -0.33': 0.019200803340766435, 'Proximity_to_Industrial_Areas > 0.74': -0.015479183757134031}"
793,"{'Temperature': 35.0, 'Humidity': 61.0, 'PM2.5': 15.4, 'PM10': 29.4, 'NO2': 31.8, 'SO2': 40.7, 'CO': 2.66, 'Proximity_to_Industrial_Areas': 4.8, 'Population_Density': 733.0}",Hazardous,Hazardous,"{'CO > 0.62': 0.05830643724359294, 'Population_Density > 0.68': 0.04259278362783839, 'SO2 > 0.55': 0.038906949201531725, 'Proximity_to_Industrial_Areas <= -0.84': 0.0350852674718793, 'Temperature > 0.61': 0.030482210419096774}"
794,"{'Temperature': 25.9, 'Humidity': 55.8, 'PM2.5': 21.4, 'PM10': 29.3, 'NO2': 23.4, 'SO2': 9.6, 'CO': 1.17, 'Proximity_to_Industrial_Areas': 5.7, 'Population_Density': 612.0}",Moderate,Moderate,"{'Population_Density > 0.68': 0.04683744720380113, '-0.31 < PM10 <= 0.30': -0.03395505757157864, 'Humidity <= -0.74': -0.029962093453691174, '-0.86 < CO <= -0.17': -0.02849822194062221, '-0.73 < Temperature <= -0.15': -0.007988102939648386}"
795,"{'Temperature': 44.0, 'Humidity': 104.8, 'PM2.5': 22.5, 'PM10': 48.3, 'NO2': 35.8, 'SO2': 12.4, 'CO': 2.03, 'Proximity_to_Industrial_Areas': 3.4000000000000004, 'Population_Density': 627.0}",Hazardous,Hazardous,"{'PM10 > 0.30': 0.10733254759772777, 'CO > 0.62': 0.054276963341946996, 'Population_Density > 0.68': 0.051431531469420665, 'Temperature > 0.61': 0.036241497802164624, 'Proximity_to_Industrial_Areas <= -0.84': 0.030961971066436233}"
796,"{'Temperature': 32.4, 'Humidity': 73.0, 'PM2.5': 2.8999999999999986, 'PM10': 13.8, 'NO2': 23.4, 'SO2': 7.2, 'CO': 1.76, 'Proximity_to_Industrial_Areas': 6.9, 'Population_Density': 315.0}",Moderate,Moderate,"{'-0.65 < PM10 <= -0.31': -0.03706202720435958, 'Population_Density <= -0.75': -0.034223701697787115, 'PM2.5 <= -0.63': 0.019884070905766743, '-0.73 < SO2 <= -0.29': -0.01764167262364239, '-0.84 < Proximity_to_Industrial_Areas <= -0.15': -0.01494718517710859}"
797,"{'Temperature': 17.4, 'Humidity': 56.5, 'PM2.5': 2.6000000000000014, 'PM10': 6.899999999999999, 'NO2': 21.0, 'SO2': 3.5, 'CO': 0.92, 'Proximity_to_Industrial_Areas': 11.6, 'Population_Density': 475.0}",Good,Good,"{'PM10 <= -0.65': -0.041089603440590386, 'CO <= -0.86': -0.03234948439119013, 'Humidity <= -0.74': -0.029772787774933775, 'PM2.5 <= -0.63': 0.028776794170812938, 'Temperature <= -0.73': -0.024852885836015196}"
798,"{'Temperature': 24.9, 'Humidity': 60.1, 'PM2.5': 8.8, 'PM10': 16.7, 'NO2': 22.5, 'SO2': 2.6000000000000005, 'CO': 0.97, 'Proximity_to_Industrial_Areas': 15.5, 'Population_Density': 589.0}",Good,Good,"{'-0.65 < PM10 <= -0.31': -0.0329204237013119, 'CO <= -0.86': -0.025687958112745577, 'Temperature <= -0.73': -0.020839300177965047, '-0.71 < NO2 <= -0.14': -0.015038607188782473, '-0.02 < Population_Density <= 0.68': 0.014974232944910236}"
799,"{'Temperature': 32.3, 'Humidity': 77.3, 'PM2.5': 28.8, 'PM10': 54.3, 'NO2': 21.8, 'SO2': 11.2, 'CO': 2.21, 'Proximity_to_Industrial_Areas': 5.0, 'Population_Density': 478.0}",Poor,Poor,"{'PM10 > 0.30': 0.12909592099051337, 'CO > 0.62': 0.056281455391315176, 'Proximity_to_Industrial_Areas <= -0.84': 0.048351948651701185, 'PM2.5 > 0.25': -0.03577105118662543, '-0.75 < Population_Density <= -0.02': -0.021935180117198628}"
800,"{'Temperature': 32.2, 'Humidity': 62.7, 'PM2.5': 1.5, 'PM10': 7.600000000000001, 'NO2': 19.7, 'SO2': 4.3, 'CO': 0.95, 'Proximity_to_Industrial_Areas': 10.3, 'Population_Density': 348.0}",Good,Good,"{'PM10 <= -0.65': -0.04204853917262443, 'CO <= -0.86': -0.03303985681148266, 'Population_Density <= -0.75': -0.030313783607250563, 'SO2 <= -0.73': -0.02186118167609659, '-0.15 < Proximity_to_Industrial_Areas <= 0.74': -0.016056354260820117}"
801,"{'Temperature': 24.9, 'Humidity': 74.3, 'PM2.5': 12.8, 'PM10': 15.1, 'NO2': 19.2, 'SO2': 7.2, 'CO': 0.96, 'Proximity_to_Industrial_Areas': 10.3, 'Population_Density': 496.0}",Good,Good,"{'-0.65 < PM10 <= -0.31': -0.03599087559249266, 'CO <= -0.86': -0.028530257891394583, 'Temperature <= -0.73': -0.020859933398852337, '-0.15 < Proximity_to_Industrial_Areas <= 0.74': -0.011570241779745366, '-0.33 < PM2.5 <= 0.25': 0.009531978721887158}"
802,"{'Temperature': 32.4, 'Humidity': 88.5, 'PM2.5': 37.8, 'PM10': 57.3, 'NO2': 48.5, 'SO2': 21.2, 'CO': 2.23, 'Proximity_to_Industrial_Areas': 3.4000000000000004, 'Population_Density': 769.0}",Hazardous,Hazardous,"{'PM10 > 0.30': 0.1223130530821309, 'CO > 0.62': 0.05818559796661225, 'Population_Density > 0.68': 0.05142997380406417, 'PM2.5 > 0.25': -0.041568707139660516, 'SO2 > 0.55': 0.03750903209068703}"
803,"{'Temperature': 27.7, 'Humidity': 62.4, 'PM2.5': 0.1999999999999993, 'PM10': 4.600000000000001, 'NO2': 15.3, 'SO2': 5.7, 'CO': 1.06, 'Proximity_to_Industrial_Areas': 13.3, 'Population_Density': 239.0}",Good,Good,"{'PM10 <= -0.65': -0.039630309939614236, 'Population_Density <= -0.75': -0.03608124206273142, '-0.86 < CO <= -0.17': -0.02243678597203739, 'PM2.5 <= -0.63': 0.01946276147568812, '-0.73 < Temperature <= -0.15': -0.011849135985848688}"
804,"{'Temperature': 26.4, 'Humidity': 51.1, 'PM2.5': 0.6999999999999993, 'PM10': 3.6000000000000014, 'NO2': 27.8, 'SO2': 9.6, 'CO': 1.09, 'Proximity_to_Industrial_Areas': 10.9, 'Population_Density': 281.0}",Good,Good,"{'PM10 <= -0.65': -0.0481887265822655, 'Population_Density <= -0.75': -0.0371777845631619, 'Humidity <= -0.74': -0.025563991103708446, '-0.86 < CO <= -0.17': -0.02445665714194865, 'PM2.5 <= -0.63': 0.021396931676970384}"
805,"{'Temperature': 43.0, 'Humidity': 64.7, 'PM2.5': 12.3, 'PM10': 21.3, 'NO2': 29.6, 'SO2': 6.6, 'CO': 1.72, 'Proximity_to_Industrial_Areas': 7.1, 'Population_Density': 619.0}",Moderate,Moderate,"{'-0.65 < PM10 <= -0.31': -0.04064142784125877, 'Population_Density > 0.68': 0.03807673868420515, 'Temperature > 0.61': 0.025401670030747846, '-0.73 < SO2 <= -0.29': -0.012388984259646369, '-0.74 < Humidity <= -0.01': -0.010425857050130145}"
806,"{'Temperature': 44.8, 'Humidity': 101.8, 'PM2.5': 146.3, 'PM10': 164.90000000000003, 'NO2': 38.8, 'SO2': 10.8, 'CO': 2.36, 'Proximity_to_Industrial_Areas': 2.8, 'Population_Density': 586.0}",Hazardous,Hazardous,"{'PM10 > 0.30': 0.12600204139253726, 'CO > 0.62': 0.07576128073891163, 'PM2.5 > 0.25': -0.042442225376072146, 'Proximity_to_Industrial_Areas <= -0.84': 0.03456604103255918, 'Humidity > 0.65': 0.03211955469252649}"
807,"{'Temperature': 37.8, 'Humidity': 73.1, 'PM2.5': 0.1999999999999993, 'PM10': 26.8, 'NO2': 37.5, 'SO2': 25.7, 'CO': 1.28, 'Proximity_to_Industrial_Areas': 2.8, 'Population_Density': 631.0}",Hazardous,Poor,"{'Population_Density > 0.68': 0.051542916150426527, 'Proximity_to_Industrial_Areas <= -0.84': 0.03790924474441893, '-0.31 < PM10 <= 0.30': -0.03763157015023888, 'SO2 > 0.55': 0.03574187123742147, 'NO2 > 0.61': 0.028486015622361385}"
808,"{'Temperature': 46.7, 'Humidity': 84.2, 'PM2.5': 1.6000000000000014, 'PM10': 26.6, 'NO2': 36.5, 'SO2': 13.4, 'CO': 3.04, 'Proximity_to_Industrial_Areas': 8.0, 'Population_Density': 506.0}",Hazardous,Hazardous,"{'CO > 0.62': 0.0643713676230121, 'Humidity > 0.65': 0.03741644345881858, 'NO2 > 0.61': 0.03341109120480894, '-0.31 < PM10 <= 0.30': -0.032631059168774935, 'Temperature > 0.61': 0.028657176918167198}"
809,"{'Temperature': 35.9, 'Humidity': 87.0, 'PM2.5': 26.4, 'PM10': 34.1, 'NO2': 29.2, 'SO2': 17.2, 'CO': 1.33, 'Proximity_to_Industrial_Areas': 6.5, 'Population_Density': 619.0}",Moderate,Moderate,"{'Population_Density > 0.68': 0.05280351160910659, '-0.31 < PM10 <= 0.30': -0.034663452269752947, 'SO2 > 0.55': 0.03220587497126158, 'Humidity > 0.65': 0.030473973917892496, 'Temperature > 0.61': 0.025679711693801777}"
810,"{'Temperature': 22.7, 'Humidity': 77.3, 'PM2.5': 71.0, 'PM10': 77.5, 'NO2': 40.1, 'SO2': 9.6, 'CO': 1.63, 'Proximity_to_Industrial_Areas': 3.5, 'Population_Density': 608.0}",Poor,Poor,"{'PM10 > 0.30': 0.11601346459398085, 'Population_Density > 0.68': 0.05268750464433528, 'PM2.5 > 0.25': -0.038134100340742584, 'Proximity_to_Industrial_Areas <= -0.84': 0.03570708122834995, 'NO2 > 0.61': 0.03248264476062642}"
811,"{'Temperature': 24.9, 'Humidity': 56.5, 'PM2.5': 2.3999999999999986, 'PM10': 7.0, 'NO2': 18.6, 'SO2': 6.1, 'CO': 1.12, 'Proximity_to_Industrial_Areas': 13.7, 'Population_Density': 333.0}",Good,Good,"{'PM10 <= -0.65': -0.039608455562297085, 'Population_Density <= -0.75': -0.034291099845006806, 'Humidity <= -0.74': -0.03117960269744377, 'PM2.5 <= -0.63': 0.027451077042789478, '-0.86 < CO <= -0.17': -0.020649384402810417}"
812,"{'Temperature': 23.1, 'Humidity': 39.7, 'PM2.5': 23.4, 'PM10': 27.8, 'NO2': 20.4, 'SO2': 9.6, 'CO': 1.06, 'Proximity_to_Industrial_Areas': 10.5, 'Population_Density': 314.0}",Good,Good,"{'Population_Density <= -0.75': -0.033611606154723556, '-0.31 < PM10 <= 0.30': -0.030049814261906324, '-0.86 < CO <= -0.17': -0.025760550067736726, 'Humidity <= -0.74': -0.023731748885588946, '-0.15 < Proximity_to_Industrial_Areas <= 0.74': -0.015253459163710188}"
813,"{'Temperature': 37.9, 'Humidity': 71.0, 'PM2.5': 5.599999999999998, 'PM10': 21.0, 'NO2': 49.8, 'SO2': 34.5, 'CO': 3.0, 'Proximity_to_Industrial_Areas': 5.0, 'Population_Density': 537.0}",Hazardous,Hazardous,"{'CO > 0.62': 0.05549142545216897, '-0.65 < PM10 <= -0.31': -0.043060617237435275, 'Proximity_to_Industrial_Areas <= -0.84': 0.03726003290309957, 'NO2 > 0.61': 0.03564649880573352, 'SO2 > 0.55': 0.028519056216938357}"
814,"{'Temperature': 26.5, 'Humidity': 45.3, 'PM2.5': 9.4, 'PM10': 15.0, 'NO2': 13.1, 'SO2': 0.40000000000000036, 'CO': 0.99, 'Proximity_to_Industrial_Areas': 11.0, 'Population_Density': 224.0}",Good,Good,"{'-0.65 < PM10 <= -0.31': -0.03434535215590479, 'Population_Density <= -0.75': -0.03231944711180001, 'CO <= -0.86': -0.027956220464887084, 'Humidity <= -0.74': -0.019995564259788202, '-0.15 < Proximity_to_Industrial_Areas <= 0.74': -0.016841817955145277}"
815,"{'Temperature': 34.2, 'Humidity': 97.3, 'PM2.5': 15.2, 'PM10': 26.6, 'NO2': 30.9, 'SO2': 11.0, 'CO': 1.74, 'Proximity_to_Industrial_Areas': 7.1, 'Population_Density': 681.0}",Poor,Poor,"{'Population_Density > 0.68': 0.052241988886988396, '-0.31 < PM10 <= 0.30': -0.03334978970691727, 'Temperature > 0.61': 0.029956288093361386, 'Humidity > 0.65': 0.0271958263877079, '-0.84 < Proximity_to_Industrial_Areas <= -0.15': -0.009935090985176767}"
816,"{'Temperature': 32.3, 'Humidity': 75.4, 'PM2.5': 81.6, 'PM10': 111.5, 'NO2': 35.8, 'SO2': 17.3, 'CO': 1.84, 'Proximity_to_Industrial_Areas': 4.5, 'Population_Density': 454.0}",Poor,Poor,"{'PM10 > 0.30': 0.10828352201356492, 'PM2.5 > 0.25': -0.040119748456082925, 'Proximity_to_Industrial_Areas <= -0.84': 0.0380440500927728, 'NO2 > 0.61': 0.028202056117957036, 'SO2 > 0.55': 0.024351218119504057}"
817,"{'Temperature': 33.1, 'Humidity': 72.0, 'PM2.5': 30.3, 'PM10': 48.8, 'NO2': 30.8, 'SO2': 11.8, 'CO': 1.12, 'Proximity_to_Industrial_Areas': 6.2, 'Population_Density': 341.0}",Moderate,Moderate,"{'PM10 > 0.30': 0.10029066884321128, 'PM2.5 > 0.25': -0.03931486873418036, 'Population_Density <= -0.75': -0.038988991323119546, '-0.86 < CO <= -0.17': -0.026626464493737654, '-0.01 < Humidity <= 0.65': 0.011482307606484842}"
818,"{'Temperature': 25.1, 'Humidity': 42.2, 'PM2.5': 5.699999999999999, 'PM10': 11.7, 'NO2': 16.5, 'SO2': 1.5, 'CO': 0.93, 'Proximity_to_Industrial_Areas': 10.2, 'Population_Density': 249.00000000000003}",Good,Good,"{'PM10 <= -0.65': -0.039430199264972175, 'Population_Density <= -0.75': -0.03444138779062716, 'CO <= -0.86': -0.027208983006905902, 'Humidity <= -0.74': -0.026141269029027397, 'Temperature <= -0.73': -0.01700279202557038}"
819,"{'Temperature': 29.4, 'Humidity': 64.4, 'PM2.5': 42.5, 'PM10': 55.4, 'NO2': 23.3, 'SO2': 15.8, 'CO': 1.43, 'Proximity_to_Industrial_Areas': 7.2, 'Population_Density': 356.0}",Moderate,Moderate,"{'PM10 > 0.30': 0.09856619775237602, 'Population_Density <= -0.75': -0.03773521765981885, 'PM2.5 > 0.25': -0.030160058420494545, 'SO2 > 0.55': 0.02445324421066605, '-0.74 < Humidity <= -0.01': -0.012590411646692395}"
820,"{'Temperature': 40.7, 'Humidity': 64.4, 'PM2.5': 4.0, 'PM10': 16.300000000000004, 'NO2': 30.0, 'SO2': 11.1, 'CO': 1.55, 'Proximity_to_Industrial_Areas': 6.8, 'Population_Density': 504.0}",Moderate,Moderate,"{'-0.65 < PM10 <= -0.31': -0.040410737076914734, 'Temperature > 0.61': 0.03530142269279263, 'PM2.5 <= -0.63': 0.020024175959074637, '-0.14 < NO2 <= 0.61': -0.009500606497996472, '-0.84 < Proximity_to_Industrial_Areas <= -0.15': -0.008657571456058194}"
821,"{'Temperature': 23.9, 'Humidity': 43.0, 'PM2.5': 12.2, 'PM10': 17.2, 'NO2': 14.1, 'SO2': 7.2, 'CO': 0.93, 'Proximity_to_Industrial_Areas': 10.5, 'Population_Density': 333.0}",Good,Good,"{'-0.65 < PM10 <= -0.31': -0.03971034861429767, 'Population_Density <= -0.75': -0.03511376571447876, 'CO <= -0.86': -0.030481616641145955, 'Humidity <= -0.74': -0.02836509570999816, 'Temperature <= -0.73': -0.018755955749453965}"
822,"{'Temperature': 41.2, 'Humidity': 93.9, 'PM2.5': 12.4, 'PM10': 31.2, 'NO2': 31.3, 'SO2': 18.7, 'CO': 2.16, 'Proximity_to_Industrial_Areas': 5.5, 'Population_Density': 568.0}",Poor,Poor,"{'CO > 0.62': 0.05775203304792762, 'Temperature > 0.61': 0.03450389897285704, 'SO2 > 0.55': 0.032663149964966325, '-0.31 < PM10 <= 0.30': -0.028749477090867764, '-0.14 < NO2 <= 0.61': -0.010582213572195692}"
823,"{'Temperature': 44.3, 'Humidity': 81.8, 'PM2.5': 58.8, 'PM10': 67.8, 'NO2': 39.8, 'SO2': 11.3, 'CO': 2.51, 'Proximity_to_Industrial_Areas': 9.0, 'Population_Density': 795.0}",Poor,Hazardous,"{'PM10 > 0.30': 0.12272036616043991, 'CO > 0.62': 0.06668379058699421, 'Population_Density > 0.68': 0.05231780782710922, 'Humidity > 0.65': 0.04245984064153904, 'PM2.5 > 0.25': -0.03977201880575913}"
824,"{'Temperature': 23.2, 'Humidity': 60.9, 'PM2.5': 3.6999999999999993, 'PM10': 4.0, 'NO2': 14.5, 'SO2': 4.2, 'CO': 1.02, 'Proximity_to_Industrial_Areas': 13.9, 'Population_Density': 381.0}",Good,Good,"{'PM10 <= -0.65': -0.03858718214100788, 'Population_Density <= -0.75': -0.03160169048777279, 'CO <= -0.86': -0.023599979307137395, 'NO2 <= -0.71': -0.0166160756520978, 'Temperature <= -0.73': -0.01592005830025145}"
825,"{'Temperature': 31.9, 'Humidity': 93.9, 'PM2.5': 32.7, 'PM10': 44.6, 'NO2': 38.8, 'SO2': 16.7, 'CO': 2.52, 'Proximity_to_Industrial_Areas': 3.4000000000000004, 'Population_Density': 564.0}",Poor,Hazardous,"{'PM10 > 0.30': 0.11379195186334999, 'CO > 0.62': 0.07405459691371559, 'PM2.5 > 0.25': -0.04365015176126478, 'SO2 > 0.55': 0.04056347912780867, 'NO2 > 0.61': 0.03367980763824641}"
826,"{'Temperature': 22.9, 'Humidity': 57.4, 'PM2.5': 15.9, 'PM10': 22.8, 'NO2': 20.6, 'SO2': 7.5, 'CO': 0.91, 'Proximity_to_Industrial_Areas': 10.4, 'Population_Density': 336.0}",Good,Good,"{'Population_Density <= -0.75': -0.032500470777560866, '-0.31 < PM10 <= 0.30': -0.023378280899215707, 'CO <= -0.86': -0.022599453171719783, 'Humidity <= -0.74': -0.022486143656220405, '-0.73 < SO2 <= -0.29': -0.01715534082742912}"
827,"{'Temperature': 27.7, 'Humidity': 73.5, 'PM2.5': 8.4, 'PM10': 16.1, 'NO2': 32.7, 'SO2': 9.3, 'CO': 1.48, 'Proximity_to_Industrial_Areas': 5.2, 'Population_Density': 638.0}",Moderate,Moderate,"{'Population_Density > 0.68': 0.04808708227871616, '-0.65 < PM10 <= -0.31': -0.04274663907048324, 'Proximity_to_Industrial_Areas <= -0.84': 0.039527489197479684, 'NO2 > 0.61': 0.03470268809163996, '-0.63 < PM2.5 <= -0.33': 0.014749199616427686}"
828,"{'Temperature': 25.4, 'Humidity': 76.7, 'PM2.5': 10.3, 'PM10': 19.4, 'NO2': 22.7, 'SO2': 10.5, 'CO': 1.19, 'Proximity_to_Industrial_Areas': 7.8, 'Population_Density': 609.0}",Moderate,Moderate,"{'-0.65 < PM10 <= -0.31': -0.04153982595210845, 'Population_Density > 0.68': 0.04124467531918912, '-0.86 < CO <= -0.17': -0.02508627203513504, '-0.73 < Temperature <= -0.15': -0.020987495651809154, '-0.63 < PM2.5 <= -0.33': 0.013099553476310187}"
829,"{'Temperature': 36.0, 'Humidity': 65.6, 'PM2.5': 7.3000000000000025, 'PM10': 21.8, 'NO2': 24.2, 'SO2': 13.9, 'CO': 1.99, 'Proximity_to_Industrial_Areas': 5.9, 'Population_Density': 393.0}",Poor,Poor,"{'CO > 0.62': 0.05330558323328832, '-0.31 < PM10 <= 0.30': -0.03494904692715077, 'Temperature > 0.61': 0.032415599429752154, 'SO2 > 0.55': 0.024299249470536903, '-0.63 < PM2.5 <= -0.33': 0.018683285934854722}"
830,"{'Temperature': 39.2, 'Humidity': 83.5, 'PM2.5': 17.6, 'PM10': 36.2, 'NO2': 27.7, 'SO2': 19.4, 'CO': 1.74, 'Proximity_to_Industrial_Areas': 3.5, 'Population_Density': 480.0}",Poor,Poor,"{'-0.31 < PM10 <= 0.30': -0.03717431561840569, 'Proximity_to_Industrial_Areas <= -0.84': 0.031068406086197257, 'SO2 > 0.55': 0.02324715988077204, 'Humidity > 0.65': 0.02279748493352158, 'Temperature > 0.61': 0.022601443699942478}"
831,"{'Temperature': 28.8, 'Humidity': 72.7, 'PM2.5': 49.8, 'PM10': 74.8, 'NO2': 41.0, 'SO2': 15.6, 'CO': 2.0, 'Proximity_to_Industrial_Areas': 5.2, 'Population_Density': 482.0}",Poor,Poor,"{'PM10 > 0.30': 0.1290123637779119, 'CO > 0.62': 0.04879297939806648, 'PM2.5 > 0.25': -0.04375685426954092, 'Proximity_to_Industrial_Areas <= -0.84': 0.03951351293507885, 'SO2 > 0.55': 0.03404945598863198}"
832,"{'Temperature': 35.6, 'Humidity': 87.7, 'PM2.5': 16.8, 'PM10': 22.6, 'NO2': 24.8, 'SO2': 4.0, 'CO': 1.21, 'Proximity_to_Industrial_Areas': 11.3, 'Population_Density': 605.0}",Moderate,Moderate,"{'Population_Density > 0.68': 0.05071331826995153, 'Temperature > 0.61': 0.03243154135811288, '-0.31 < PM10 <= 0.30': -0.030788345042188938, '-0.86 < CO <= -0.17': -0.020216300158038863, 'Humidity > 0.65': 0.01999702599164266}"
833,"{'Temperature': 24.3, 'Humidity': 44.2, 'PM2.5': 9.5, 'PM10': 12.5, 'NO2': 18.8, 'SO2': -0.1999999999999993, 'CO': 0.83, 'Proximity_to_Industrial_Areas': 10.6, 'Population_Density': 341.0}",Good,Good,"{'Population_Density <= -0.75': -0.03787929362732051, '-0.65 < PM10 <= -0.31': -0.03747072045822661, 'CO <= -0.86': -0.030318097246783988, 'Humidity <= -0.74': -0.02514748990781226, 'Temperature <= -0.73': -0.020240313655192365}"
834,"{'Temperature': 38.5, 'Humidity': 88.0, 'PM2.5': 11.7, 'PM10': 28.5, 'NO2': 25.2, 'SO2': 20.0, 'CO': 1.3, 'Proximity_to_Industrial_Areas': 4.3, 'Population_Density': 693.0}",Poor,Poor,"{'Population_Density > 0.68': 0.04014041672030006, 'Proximity_to_Industrial_Areas <= -0.84': 0.0375468625685554, '-0.31 < PM10 <= 0.30': -0.03259350770927516, 'Temperature > 0.61': 0.03240275007844908, 'Humidity > 0.65': 0.027005547428905093}"
835,"{'Temperature': 26.3, 'Humidity': 52.6, 'PM2.5': 3.6999999999999993, 'PM10': 8.899999999999999, 'NO2': 27.3, 'SO2': 7.8, 'CO': 1.03, 'Proximity_to_Industrial_Areas': 10.8, 'Population_Density': 246.0}",Good,Good,"{'PM10 <= -0.65': -0.039226421661230075, 'Population_Density <= -0.75': -0.03493054612304146, 'CO <= -0.86': -0.027246363770714196, 'Humidity <= -0.74': -0.025239363881842756, 'PM2.5 <= -0.63': 0.024062433376932896}"
836,"{'Temperature': 21.5, 'Humidity': 59.8, 'PM2.5': 8.6, 'PM10': 12.600000000000001, 'NO2': 20.3, 'SO2': 5.5, 'CO': 1.08, 'Proximity_to_Industrial_Areas': 10.1, 'Population_Density': 470.0}",Good,Good,"{'-0.65 < PM10 <= -0.31': -0.04006109938319801, '-0.86 < CO <= -0.17': -0.024486202927703708, 'Temperature <= -0.73': -0.020802687752881428, '-0.75 < Population_Density <= -0.02': -0.019320496531738448, '-0.15 < Proximity_to_Industrial_Areas <= 0.74': -0.015912729391436384}"
837,"{'Temperature': 41.5, 'Humidity': 94.0, 'PM2.5': 62.1, 'PM10': 79.4, 'NO2': 30.0, 'SO2': 20.0, 'CO': 2.8, 'Proximity_to_Industrial_Areas': 7.8, 'Population_Density': 547.0}",Hazardous,Hazardous,"{'PM10 > 0.30': 0.12434975545228658, 'CO > 0.62': 0.06703232543513185, 'Temperature > 0.61': 0.041661126585516094, 'PM2.5 > 0.25': -0.04015089376688484, 'Humidity > 0.65': 0.03414613493082539}"
838,"{'Temperature': 25.0, 'Humidity': 68.6, 'PM2.5': 9.8, 'PM10': 13.2, 'NO2': 23.1, 'SO2': 4.2, 'CO': 0.98, 'Proximity_to_Industrial_Areas': 11.1, 'Population_Density': 578.0}",Good,Good,"{'-0.65 < PM10 <= -0.31': -0.03666522619461578, 'CO <= -0.86': -0.027924650561616093, '-0.15 < Proximity_to_Industrial_Areas <= 0.74': -0.01729129098420921, 'SO2 <= -0.73': -0.013419877850708917, 'Temperature <= -0.73': -0.011833047397848875}"
839,"{'Temperature': 25.3, 'Humidity': 61.9, 'PM2.5': 21.7, 'PM10': 28.6, 'NO2': 11.2, 'SO2': 0.1999999999999993, 'CO': 0.99, 'Proximity_to_Industrial_Areas': 13.4, 'Population_Density': 542.0}",Good,Good,"{'CO <= -0.86': -0.030862756581578613, '-0.31 < PM10 <= 0.30': -0.025281700186086237, 'NO2 <= -0.71': -0.020901378575962762, 'Proximity_to_Industrial_Areas > 0.74': -0.018811987822846436, '-0.02 < Population_Density <= 0.68': 0.01136798286675383}"
840,"{'Temperature': 31.1, 'Humidity': 52.6, 'PM2.5': 23.6, 'PM10': 27.8, 'NO2': 26.9, 'SO2': 4.3, 'CO': 1.56, 'Proximity_to_Industrial_Areas': 6.6, 'Population_Density': 416.0}",Moderate,Moderate,"{'-0.31 < PM10 <= 0.30': -0.028723294984003955, 'Humidity <= -0.74': -0.02822026033153654, '-0.75 < Population_Density <= -0.02': -0.02344262378771098, 'SO2 <= -0.73': -0.019485830142384728, '-0.84 < Proximity_to_Industrial_Areas <= -0.15': -0.006331852556337978}"
